0.0, 0.0, 0.655926, 1.0
0.292881, 0.225637, 0.657619, 1.005575
0.732863, 0.565442, 0.657927, 1.007917
1.167036, 0.901053, 0.657839, 0.998233
1.599937, 1.235539, 0.657871, 1.002225
2.024618, 1.563695, 0.657765, 1.000666
2.460804, 1.900504, 0.657328, 0.980820
2.878414, 2.222626, 0.656564, 0.975851
3.316233, 2.560118, 0.656646, 1.001430
3.773856, 2.817804, 0.342590, 0.515324
4.232070, 2.977413, 0.304009, 0.966308
4.735746, 3.069882, 0.111408, 0.918385
5.276266, 3.061856, -0.055422, 0.996700
5.819785, 2.997975, -0.242484, 1.001157
6.352825, 2.856913, -0.333063, 0.971848
6.821687, 2.590627, -0.695738, 1.001598
7.193170, 2.207603, -0.824543, 0.999878
7.560038, 1.808948, -0.831229, 1.003379
7.917546, 1.417374, -0.829919, 0.994286
8.296680, 1.015786, -0.723353, 0.977790
8.712946, 0.710321, -0.615892, 1.012193
9.167040, 0.398602, -0.516672, 0.977109
9.644483, 0.217868, -0.202018, 0.972912
10.189227, 0.196835, 0.103359, 1.000018
10.740092, 0.256302, 0.108901, 0.974857
11.256690, 0.386369, 0.320861, 0.761606
11.743071, 0.554106, 0.411070, 0.964421
12.226414, 0.816462, 0.542458, 1.002980
12.665103, 1.106996, 0.708162, 0.977775
12.995618, 1.520362, 1.084290, 0.992801
13.159468, 2.001263, 1.398831, 0.966746
13.156314, 2.525838, 1.732126, 0.962536
13.031652, 3.050741, 1.814906, 0.622324
12.850714, 3.542951, 1.992449, 1.000129
12.674902, 3.936068, 1.990060, 0.997509
12.411903, 4.417879, 2.145843, 1.005614
12.108082, 4.885907, 2.159920, 0.984195
11.747882, 5.295038, 2.344076, 0.999104
11.372363, 5.675423, 2.359214, 0.991618
10.961541, 6.049190, 2.538301, 1.023325
10.457262, 6.267640, 2.920199, 1.028811
9.912016, 6.381097, 2.940972, 1.007088
9.403543, 6.454534, 3.140356, 1.008204
8.879509, 6.391258, -2.986146, 0.986921
8.451902, 6.323281, -2.981826, 1.001407
7.901433, 6.234314, -2.994044, 1.005632
7.358643, 6.228683, 3.096585, 0.988264
6.809657, 6.254257, 3.094706, 0.998586
6.517053, 6.266550, 3.114260, 0.794316
5.977654, 6.281186, 3.114569, 0.994221
5.425697, 6.296056, 3.114635, 1.001184
4.868875, 6.311039, 3.114678, 0.997473
4.316101, 6.325942, 3.114616, 1.002215
3.777518, 6.340486, 3.114616, 0.995972
3.222687, 6.355463, 3.114606, 1.001420
2.664667, 6.370501, 3.114644, 1.000946
2.113773, 6.385412, 3.114439, 1.000369
1.557591, 6.400522, 3.114422, 1.000500
1.020038, 6.415099, 3.114520, 0.999258
0.464695, 6.430098, 3.114650, 0.998622
-0.092020, 6.445061, 3.114778, 0.999442
-0.640688, 6.459753, 3.114838, 1.000650
-1.170437, 6.429665, -2.933843, 0.467228
-1.206191, 6.422841, -2.911729, 0.522048
-1.690117, 6.310159, -2.918839, 0.999004
-2.223355, 6.227878, -3.063396, 0.999568
-2.770674, 6.185430, -3.064245, 1.016925
-3.327188, 6.142162, -3.063725, 1.009632
-3.863673, 6.101108, -3.066759, 1.001808
-4.396866, 6.061123, -3.067001, 0.999209
-4.949662, 6.019901, -3.067181, 1.002730
-5.496224, 5.979150, -3.067071, 1.000562
-6.039036, 5.880989, -2.887693, 0.999469
-6.563874, 5.744520, -2.880215, 0.991354
-7.061457, 5.545526, -2.720318, 0.996704
-7.563001, 5.313039, -2.624979, 0.957938
-8.009302, 5.016794, -2.548555, 1.000734
-8.428974, 4.696572, -2.400535, 0.999529
-8.837874, 4.321478, -2.389748, 0.983213
-9.160054, 3.930182, -2.197601, 0.504823
-9.393645, 3.537796, -1.981765, 0.969682
-9.544633, 3.016573, -1.806399, 0.940651
-9.580851, 2.470809, -1.445934, 1.004594
-9.419767, 1.942467, -1.187331, 1.006071
-9.217325, 1.441197, -1.186824, 1.005896
-9.010455, 0.929014, -1.187318, 1.002049
-8.748522, 0.448250, -1.021763, 1.008361
-8.430539, -0.002896, -0.799210, 0.972706
-8.001962, -0.307861, -0.443270, 0.991912
-7.494986, -0.539819, -0.427581, 1.000167
-6.987917, -0.753066, -0.282320, 0.981777
-6.457872, -0.885438, -0.241040, 0.998436
-5.919879, -0.936180, 0.086467, 0.973291
-5.385727, -0.881196, 0.104164, 1.002435
-4.854516, -0.825695, 0.103683, 0.996488
-4.327920, -0.771105, 0.101681, 1.001069
-3.815767, -0.719077, 0.100852, 1.003815
-3.263711, -0.663231, 0.101006, 0.994211
-2.737450, -0.607232, 0.156876, 0.969014
-2.201772, -0.472703, 0.262051, 0.999557
-1.662908, -0.327868, 0.264401, 0.992643
-1.157435, -0.123474, 0.429143, 0.997065
-0.660337, 0.0, 0.431974, 0.997513